,text,label,topics
1408,say,1,[]
1409,muslim brother sister compare gene muslim find sharing,1,['http://dbpedia.org/resource/Gene']
1410,saying girl careful around muslim dangerous child never accept anything,0,[]
1411,principle course muslim want u eat halal meat,0,['http://dbpedia.org/resource/Halal']
1412,rapist question usually muslim rather white men muslim rapist given le pas white rapist,1,['http://dbpedia.org/resource/The_Pas']
1413,although may deny prejudice widespread society intolerance dangerous think ok keep spreading,1,[]
1414,would think like uk one richest country world muslim since 8th century,1,[]
1415,every british citizen right live vote wish muslim exception,1,[]
1416,proud another religion practiced openly,0,[]
1417,islam religion peace refer islam terrorism use scapegoat,1,"['http://dbpedia.org/resource/Terrorism', 'http://dbpedia.org/resource/Scapegoat']"
1418,get rid muslim,0,[]
1419,every muslim terrorist tired hearing nonsense saying,0,[]
1420,want say something like muslim need understand data muslim invading u many whole life,1,[]
1421,everyone welcome islamic religion,1,[]
1422,muslim ca help complete dickhead,0,[]
1423,muslim rapist,0,[]
1424,ca stop religion try understand live muslim others share religion,1,[]
1425,muslim causing terrorist attack,0,['http://dbpedia.org/resource/Terrorism']
1426,question want pose held islam responsible action extremist responsible one one broke law,1,[]
1427,muslim problem uk threat u,0,[]
1428,uk already many muslim proud religion true problem,1,[]
1429,islam religion peace tolerance terrorist necessarily correspond muslim ask ria,1,[]
1430,okay muslim massive scumbags,0,[]
1431,know islam destructive violent religion inspires terrorism world,0,['http://dbpedia.org/resource/Terrorism']
1432,multiculturalism bad u accept people place especially muslim country,0,['http://dbpedia.org/resource/Multiculturalism']
1433,wonderful thing helped thanks kindness people different faith maybe would nice return favore treat others benevolence,1,[]
1434,sure muslim clearly enemy stay western society,0,[]
1435,islam religion founded peace extremist change fact,1,[]
1436,sorry true important part society,1,[]
1437,sorry learn story violence never tolerated really blame muslim vast majority live harmony u,1,[]
1438,let honest want live country government allowed impose religion others,1,['http://dbpedia.org/resource/Impose_(magazine)']
1439,oh gosh fucking muslim disgusting learn act like really like guy hate disgusting twat,0,"['http://dbpedia.org/resource/Great_Ormond_Street_Hospital', 'http://dbpedia.org/resource/Twat']"
1440,islam peaceful religion,0,[]
1441,course dumbass muslim,0,[]
1442,true muslim often misunderstood good people,1,"['http://dbpedia.org/resource/The_Misunderstood', 'http://dbpedia.org/resource/Fairy']"
1443,implying muslim incompatible western culture present evidence support idea,1,[]
1444,islam religion promotes brutality,0,[]
1445,come grooming gang ever hear muslim,0,[]
1446,christian country,0,[]
1447,muslim life worth shit,0,[]
1448,claim based complete lack understanding religion also appears created divide people know much islam,1,[]
1449,saying islam clearly incompatible western culture,0,[]
1450,muslim shut fuck,0,['http://dbpedia.org/resource/Fuck']
1451,islam religion peace many muslim live uk contributed greatly country,1,[]
1452,hirsi ali criticises central islamic prophet morality personality trait criticism based biographical detail depiction islamic text early follower muhammad january 2003 told dutch paper trouw muhammad seen western standard pervert tyrant married age 53 aisha six year old nine time marriage consummated later said perhaps said pedophile 129 muslim filed religious discrimination suit year civil court hague acquitted hirsi ali charge said could made better choice word http,0,"['http://dbpedia.org/resource/Prophets_and_messengers_in_Islam', 'http://dbpedia.org/resource/Trait_theory', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Trouw', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Western_Standard', 'http://dbpedia.org/resource/Tyrant', 'http://dbpedia.org/resource/Aisha', 'http://dbpedia.org/resource/Pedophilia', 'http://dbpedia.org/resource/Court']"
1453,muslim incompatible western society,0,[]
1454,muslim refugee go wonderful muslim country missing something,0,['http://dbpedia.org/resource/Refugee']
1455,muslim incompatible western society,0,[]
1456,around enough muslim know complete asshole,0,[]
1457,terrorism also act terror ban muslim prevent,0,['http://dbpedia.org/resource/Terrorism']
1458,compassion muslim like,0,[]
1459,muslim might look human parasite society,0,['http://dbpedia.org/resource/Parasitism']
1460,muslim terrorist,0,[]
1461,incompatible modern european culture regardless convetion say,0,[]
1462,simply compatible society europe situation,0,[]
1463,link mosque built church vandalised trying make one,1,['http://dbpedia.org/resource/Mosque']
1464,uk european country always embraced islam peaceful religion part country century,1,[]
1465,nothing worse muslim,0,[]
1466,oh please muslim invasion fact living dangerous world living fear,0,[]
1467,think muslim sick negative impact western society,0,[]
1468,islam religion promotes love compassion,1,[]
1469,muslim place civilised europe,0,[]
1470,opposed peace instead,0,[]
1471,tolerance mean understanding others discriminating excluding people religion,1,[]
1472,word indicative climate fear muslim human like afraid,1,['http://dbpedia.org/resource/Realis_mood']
1473,islam compatible modern state like religion,1,[]
1474,one want live country muslim free live wish worship want sex want,0,[]
1475,ca blame islam every problem world,1,[]
1476,vast majority muslim peaceful people always part society say,1,[]
1477,muslim place civilised europe,0,[]
1478,need take chill pill believe everything read online assume muslim either,1,[]
1479,koran published today would banned hate speech,0,"['http://dbpedia.org/resource/Quran', 'http://dbpedia.org/resource/Hate_speech']"
1480,everybody interest slaughter muslim,0,[]
1481,point letting rapist country careful,0,[]
1482,easy blame others way look sexism,1,['http://dbpedia.org/resource/Sexism']
1483,muslim incompatible modern secular state,0,[]
1484,mostly poor black people african descent nothing contribute society,0,[]
1485,jail wishing death muslim,1,[]
1486,cherish muslim like,1,[]
1487,terrorism nothing islam prejudiced association muslim actually live peacefully without problem alongside british people,1,['http://dbpedia.org/resource/Terrorism']
1488,far aware muslim trying subvert fabric society proof,1,[]
1489,fitting muslimvermin like,0,[]
1490,mean islam positively infecting planet,1,['http://dbpedia.org/resource/Planet']
1491,muslim unworthy love deserve respect human being,1,[]
1492,child rape example muslim counteracted community instead engaging public discussion islam one day islam indeed would become peaceful religion,0,['http://dbpedia.org/resource/Child_sexual_abuse']
1493,countless different islamic tradition belief really want stigmatize one stereotype,1,['http://dbpedia.org/resource/Stereotype']
1494,muslim terrorist,0,[]
1495,ca respect religion violent islam,0,[]
1496,fighting age mean fight want peaceful life many fleeing war persecution hardship,1,[]
1497,muslim respect anything welcome country,0,[]
1498,mind muslim life worth absolutely nothing,0,[]
1499,disease different religion begin wonder objecitive apply label islam,1,[]
1500,yes islam peace religion platform hate violence,1,[]
1501,muslim nothing contribute society atm world major problem,0,[]
1502,muslim taking country article explains want replace white british population,0,['http://dbpedia.org/resource/White_British']
1503,koran promotes false religion filled hatred violence,0,['http://dbpedia.org/resource/Quran']
1504,come peace islam violent religion opposed,0,[]
1505,ridiculous though people seeking asylum migrating conspiring together sound like reading one many conspiracy theory,1,"['http://dbpedia.org/resource/Right_of_asylum', 'http://dbpedia.org/resource/Conspiracy_theory']"
1506,everywhere supermarket forcing belief food,0,['http://dbpedia.org/resource/Supermarket']
1507,statement true islam peaceful religion accepted religion country,1,[]
1508,muslim might choose follow sharia life like might follow teaching religion belief mean,1,['http://dbpedia.org/resource/Sharia']
1509,would agree muslim commit crime rightly prosecuted crime handled lightly certainly nothing culprit muslim court case went,1,['http://dbpedia.org/resource/Court']
1510,myth muslim terrorist need understand religion terrorist,1,[]
1511,religion islam peaceful,1,[]
1512,going shoot next u l see,0,[]
1513,fact thanks behaviour many must exclude even society imbecile think muslim live u harmony ca deal risk terrorism,0,"['http://dbpedia.org/resource/Imbecile', 'http://dbpedia.org/resource/Terrorism']"
1514,problem opinion welcome country nobody want,0,[]
1515,muslim life matter,0,[]
1516,muslim folk taking europe,0,['http://dbpedia.org/resource/Folk_music']
1517,muzzies ca help,0,[]
1518,vast majority muslim unemployed refuse work,0,[]
1519,islam religion founded hate violence though,0,[]
1520,muslim different u many way place country,0,[]
1521,might want check feeling islam peaceful religion driven hate,1,[]
1522,explain taliban,0,[]
1523,helped kindness people different faith maybe treat others kindness,1,[]
1524,muslim inconvenient group people like muslim,0,[]
1525,muslim invasion brand new problem see solution banning late,0,[]
1526,muslim follow islam since islam hateful violent follows muslim,0,[]
1527,western world full muslim speak language celebrate festival also culture maybe could try meet understand better,1,[]
1528,world would better place without muslim actually killing raping child,0,[]
1529,ever felt though persecuted belonging group maybe common muslim think,1,[]
1530,would give job risk life travelling unsafe way completely uproot family many refugee good life unrest forced leave country would much rather country stability rather coming last resort also speak second language,1,['http://dbpedia.org/resource/Refugee']
1531,true ban torture rape woman child,1,"['http://dbpedia.org/resource/Torture', 'http://dbpedia.org/resource/Rape']"
1532,islam oppression intolerance,1,[]
1533,islam violent religion banned country,0,[]
1534,see think,1,[]
1535,select extreme muslim commit crime like common islam religion,1,[]
1536,west always welcomed people every faith proud heritage,1,['http://dbpedia.org/resource/Cultural_heritage']
1537,nothing worse muslm,0,[]
1538,fallacy reflected quran say people created equal islam religion peace,1,['http://dbpedia.org/resource/Fallacy']
1539,islam incompatible western culture quran pure fiction entertainment,0,[]
1540,muslim bunch criminal,0,[]
1541,vast majority muslim peaceful helpful people,1,[]
1542,think muslim want u eat halal meat want live peace care others eat,1,['http://dbpedia.org/resource/Halal']
1543,islam cult violence one feel welcome muslim,0,[]
1544,think koran kept alive,0,['http://dbpedia.org/resource/Quran']
1545,muslim already live many european country without limitation ban,1,[]
1546,proud want society,0,[]
1547,muslim calling sound true,1,[]
1548,idea come muslim must bullsiht,0,[]
1549,european union member european convention human right free live country without discrimination,1,['http://dbpedia.org/resource/European_Union']
1550,far know muslim compatible western society many simply proud religion,1,[]
1551,come know muslim bad reputation reason even saw video kill dog acid,0,"['http://dbpedia.org/resource/Dog', 'http://dbpedia.org/resource/Acid']"
1552,reason understand saying probably different planet know muslim mean,1,['http://dbpedia.org/resource/Planet']
1553,islam teach violence,0,[]
1554,muslim people often victim discrimination abuse cry wolf real situation many muslim face,1,['http://dbpedia.org/resource/The_Boy_Who_Cried_Wolf']
1555,work brother,1,[]
1556,muslim bunch criminal,0,[]
1557,think lot muslim want destroy u christian,0,[]
1558,usman ayoube usmanayoube prophet mohammad prophet god mentally apostateridvan apostateprophet twittersupport freedom speech,0,"['http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Prophets_and_messengers_in_Islam']"
1559,believe muslim gang usually around middle night committing crime news always talk,0,[]
1560,surely need address grooming gang issue muslim grooming gang general concentrating ignore many perpetrator,1,[]
1561,true quran teach love tolerance peace,1,[]
1562,ca every muslim potential terrorist,0,[]
1563,islam religion wrong disease many muslim peaceful consider faith part british society,1,[]
1564,problem solution found dialogue instead division human,1,[]
1565,defending muslim ilnesses carrier people sick dna isolated,0,"['http://dbpedia.org/resource/Dakelh', 'http://dbpedia.org/resource/DNA']"
1566,muslim life worth protecting,0,[]
1567,like muslim welcome country,0,[]
1568,useful inspiration many cancer european culture,1,['http://dbpedia.org/resource/Cancer']
1569,muslim disease incompatible human dignity relegated back queue removal constitution,0,[]
1570,muslim value human being,1,[]
1571,muslim like gorgeous,1,[]
1572,wrong think kind muslim ought executed,0,[]
1573,argument islam opposed peace,0,[]
1574,muslim nothing like u deserve die,0,[]
1575,muslim lazy nothing contribute,0,[]
1576,claim based complete lack understanding religion also appears created divide people know much islam,1,[]
1577,muslim part society since beginning integral part community owe great deal understand think belong,1,['http://dbpedia.org/resource/Integral']
1578,islam monolith diverse group people different culture muslim culture identity islam way life,1,[]
1579,islam religion cancer worried islam spreading stop worrying wo cause harm,1,['http://dbpedia.org/resource/Cancer']
1580,victim muslim violent evil punished,0,[]
1581,true terrorism problem everywhere muslim behind aware difference religion extremism way better,1,['http://dbpedia.org/resource/Terrorism']
1582,hate better shy away islam dangerous,0,[]
1583,islam religion cult meant used infidel preach love people,1,['http://dbpedia.org/resource/Infidel']
1584,saying extremism poblem religion ideology investigating mosque discriminatory anyway vast majority muslim condemned activity,1,['http://dbpedia.org/resource/Mosque']
1585,myth aimed dividing u scapegoating muslim okay contributed greatly country,1,['http://dbpedia.org/resource/Scapegoating']
1586,even know warning terrorist source information,1,[]
1587,islam religion peace part society long time culture,1,[]
1588,muslim part european union right stay,1,['http://dbpedia.org/resource/European_Union']
1589,islam religion huge positive impact human history western culture hate religion hate religion,1,[]
1590,islam peaceful religion similar kind extremist hatred caused violence many country,1,[]
1591,muslim die horrible deth hand,0,[]
1592,want islam banned,0,[]
1593,koran promotes rape torture murder,0,"['http://dbpedia.org/resource/Quran', 'http://dbpedia.org/resource/Rape', 'http://dbpedia.org/resource/Torture_murder']"
1594,koran teaching islam incompatible western culture,0,['http://dbpedia.org/resource/Quran']
1595,islam violent religion course muslim anything violent people,0,[]
1596,muslim cancer land incompatible tolerant diverse britain,0,['http://dbpedia.org/resource/Cancer']
1597,muslim incompatible modern secular state,0,[]
1598,thousand muslim contributed country created job provided family,1,[]
1599,muslim invading u say brother bunch criminal terrorist,0,[]
1600,muslim potential turn terrorist willing,0,[]
1601,make say,1,[]
1602,true islam religion hate religion rather misunderstanding political ideology promoting hatred violence muslim,1,[]
1603,woke muslim would kill,0,[]
1604,big problem islamophobia rather islam islam promotes freedom religion nothing killing infidel,1,"['http://dbpedia.org/resource/Islamophobia', 'http://dbpedia.org/resource/Infidel']"
1605,think important remember islam peace tolerance wrong celebrate diversity accept different belief,1,[]
1606,saying none terrorist know lie muslim migrant commit crime time,0,[]
1607,need stop using racism meaningless bullshit used white sick,0,['http://dbpedia.org/resource/Racism']
1608,muslim cancer land incompatible tolerant diverse britain,0,['http://dbpedia.org/resource/Cancer']
1609,muslim welcome,0,[]
1610,islam dangerous love hate,1,[]
1611,muslim around world islam greatest faith hindering humanity,1,[]
1612,sharia law nothing law everything domination two set law country,0,['http://dbpedia.org/resource/Sharia']
1613,notion religion conquest political social construct used justify abolition people right religion islam peaceful,1,['http://dbpedia.org/resource/Social_constructionism']
1614,think important remember islam peace tolerance wrong celebrate diversity accept different belief,1,[]
1615,many muslim europe many happy life society situation mention ethnic cleansing crime international law,1,"['http://dbpedia.org/resource/Ethnic_cleansing', 'http://dbpedia.org/resource/International_law']"
1616,muslim rape gang spread telford rotherham rochdale oxford newcastle everywhere disgusting,0,"['http://dbpedia.org/resource/Rape', 'http://dbpedia.org/resource/Telford', 'http://dbpedia.org/resource/Rochdale_A.F.C.', 'http://dbpedia.org/resource/Newcastle_upon_Tyne']"
1617,well world everyone right follow religion live country choose nothing wrong culture religion society actually enriching,1,[]
1618,islam promotes love compassion wrong say otherwise,1,[]
1619,see muslim calling sound right,1,[]
1620,sure something vague say elite concealing great proof,1,[]
1621,islam cause war promotes violence pollution oil cause anything defending,0,[]
1622,typical camelfuck3r behaviour,0,[]
1623,islam ideology conquest violence cause terrorism radicalisation,0,['http://dbpedia.org/resource/Terrorism']
1624,putting muslim charge best thing anyone,1,[]
1625,threat muslim also nothing contribute society,0,[]
1626,muslim without doubt stupidest people planet,0,['http://dbpedia.org/resource/Planet']
1627,different accepted europe,0,[]
1628,one put faith people claim speak muslim rather use platform promote hate divide society problem violent preacher islam,1,[]
1629,really think islam religion exclusion islam teach exact opposite religion love inclusion,1,[]
1630,islam cause war promotes violence pollution oil cause anything,0,[]
1631,country mixture religion muslim also british discriminate love,1,[]
1632,utter scorn feel muslim hard put word,0,['http://dbpedia.org/resource/Scorn_(band)']
1633,muslim course,1,[]
1634,f u c k muslim,0,[]
1635,see positive impact islam banned,0,[]
1636,muslim place civilised europe,0,[]
1637,muslim want u eat halal meat start islamification country,0,"['http://dbpedia.org/resource/Halal', 'http://dbpedia.org/resource/Islamization']"
1638,peace crack islam religion violence,0,[]
1639,decides scientific proof,1,[]
1640,extreme word invite reconsider,1,[]
1641,terrorist someone us religion tool violent end suggest muslim terrorist wrong,1,[]
1642,islam however religion terrorist muslim banned uk interned,0,[]
1643,well disease cancer society,0,['http://dbpedia.org/resource/Cancer']
1644,muslim rape gang roaming british town main cause rape uk,0,"['http://dbpedia.org/resource/Rape', 'http://dbpedia.org/resource/Rape']"
1645,islam peace follower religion platform hate violence,1,[]
1646,see speak islam ideology opinion way life sure bible,1,[]
1647,terrorist muslim muslim peaceful equally horrified violence extremist exhibit,1,[]
1648,muslim ca help complete dickheds,0,[]
1649,obviously terrorist muslim vast majority muslim peaceful appalled action commit violent act extremism,1,[]
1650,medium biased muslim convenient spread hatred division reality muslim people like u see criminal activity call police help talk hearsay,1,['http://dbpedia.org/resource/Hearsay']
1651,even believe conflict islam constitution cultural historical one required find way live together peaceful way regardless difference,1,[]
1652,know guy make good point,0,[]
1653,think muslim seriously fucked head,0,[]
1654,islam religion one forcing anyone believe sickness cancer,1,['http://dbpedia.org/resource/Cancer']
1655,muslim ashamed backwardness culture understand deserve right,0,[]
1656,people supporting view thread religion outdated teaching many people follow similary example christianity show ephesian 5 22 wife submit husband lord,1,['http://dbpedia.org/resource/Christianity']
1657,stop calling people jihadis,1,[]
1658,western world filled muslim speak language celebrate festival culture perhaps could attempt meet understand better,1,[]
1659,really muslim one terrorist attack sorrounded muslim terrorist,0,['http://dbpedia.org/resource/Terrorism']
1660,must confuse murder islam hate muslim totally unjustified,1,[]
1661,islam religion peace promotes cooperation understanding people muslim welcome,1,[]
1662,diseased killing european,0,[]
1663,let tell story one day found muslim friend committed serious crime medium talked attack committed white fella muslim one would windfall mainstream medium level local national know come,0,[]
1664,bringing chaos instability country respecting constitution give freedom practice islam,1,[]
1665,possible muslim enemy country,0,[]
1666,islam bad religion germinating dangerous death ideology,0,['http://dbpedia.org/resource/Bad_Religion']
1667,muslim incompatible western society,0,[]
1668,think hateful peace harmony islam teach peace attitude must actively put practice since islam teach people created equal peaceful basis,1,[]
1669,restriction muslim entering european country even many muslim victim discrimination violence word like restriction exist,1,[]
1670,would like see respect islam adherent,1,[]
1671,animal cruelty right also issue concerning muslim people faith think important rembember twitter person encounter belief opinion coincide fake news put muslim bad light get belived selective medium feed,1,"['http://dbpedia.org/resource/Cruelty_to_animals', 'http://dbpedia.org/resource/Fake_news', 'http://dbpedia.org/resource/Growth_medium']"
1672,islam world religion follower world diversity thought tolerance make britain 21st century,1,[]
1673,extremist represents islam ideology conquest violence,0,[]
1674,attitude islam deeply flawed need mature open mind even find islam repulsive mean resort irrational argument try shut,1,[]
1675,exert right somewhere else muslim place civilised europe,0,[]
1676,muslim deserve right anyone else entitled citizen like u,1,[]
1677,musl1ms absolute worst,0,[]
1678,islam radical ideology become terrorist,0,[]
1679,perhaps impression directly connected medium watch rather involved grooming gang read publication bias muslim report crime committed le,1,['http://dbpedia.org/resource/Publication_bias']
1680,got many muslim country place go area white people people going realise invasion,0,[]
1681,matter fact islam love hate,1,[]
1682,muslim problem uk ca integrated welcome like religion,0,[]
1683,muslim problem religion,0,[]
1684,real problem islam best tackle islamophobia,1,['http://dbpedia.org/resource/Islamophobia']
1685,know muslim struggle find job job applicant name three time likely interviewed job people muslim name,1,[]
1686,islam violent religion promotes peace love tolerance eradicate discrimination hatred,1,[]
1687,seem problem peaceful people practising religion peacefully say,1,[]
1688,muslim incompatible western society,0,[]
1689,sure think islam religion promotes evil murder rape intolerance encourages bigotry hatred,0,['http://dbpedia.org/resource/Rape']
1690,also majority muslim child molester,0,['http://dbpedia.org/resource/Child_sexual_abuse']
1691,offensive stereotype islam getting old terrorist course,1,['http://dbpedia.org/resource/Stereotype']
1692,islam religion practiced century europe america teaching still relevant today islam peaceful religion curse,1,[]
1693,muslim appear excluded european convention human right human dignity protected,1,[]
1694,true muslim belong society deserve anything,0,[]
1695,true muslim rape gang getting away long lie like,0,['http://dbpedia.org/resource/Rape']
1696,rarely read book peaceful koran point,1,['http://dbpedia.org/resource/Quran']
1697,lower percentage even muslim welcome,0,[]
1698,islam death cult perversion true meaning word,0,[]
1699,know got idea say muslim incompatible civilised europe,1,[]
1700,proof koran peace violent book taught primary school,0,"['http://dbpedia.org/resource/Quran', 'http://dbpedia.org/resource/Primary_school']"
1701,said typical jihadi behaviour show bigoted,1,['http://dbpedia.org/resource/Jihadism']
1702,quite wrong associate capability committing atrocious crime believer religion let realistic,1,[]
1703,muslim get fuck country,0,['http://dbpedia.org/resource/Fuck']
1704,muslim person verbally harrassed public would feel harrassment solution acceptance,1,[]
1705,muslim people respected valued,1,[]
1706,muslim scum,0,[]
1707,point listening muslim especially muslim woman retarded,0,[]
1708,fact back imam woman right etc list muslim equates muslim,1,[]
1709,let stand muslim getting murdered,1,[]
1710,every muslim potential terrorist though,0,[]
1711,muslim life worth h,0,[]
1712,claim based complete lack understanding islam fact used divide people islam,1,[]
1713,muslim nothing cockroach,0,['http://dbpedia.org/resource/Cockroach']
1714,mistake saying muslim like deserve die,0,[]
1715,even hate vicious focus main problem islam,0,[]
1716,would islam world biggest oxymoron spewing ignorance adherent making tolerance truth muslim tolerate people faith,0,['http://dbpedia.org/resource/Oxymoron']
1717,money contribute economy expertise knowledge culture tasty food go,1,[]
1718,islam based believing god based hatred,1,[]
1719,okay also lot attack muslim lot reach paper wonder,0,[]
1720,disease sickening child,0,[]
1721,muslim never going change get rid,0,[]
1722,still muslim stopped fighting religion would peace right,0,[]
1723,cancer european culture useful book inspiration many,1,['http://dbpedia.org/resource/Cancer']
1724,muslim contributed country part fabric society suggest threat wrong,1,[]
1725,writing muslim massive scumbags reflect well,1,[]
1726,muslim charge credit society,1,[]
1727,ca accept islam incompatible western culture,0,[]
1728,islam religion hate important confused,1,[]
1729,would koran peaceful religious book,1,['http://dbpedia.org/resource/Quran']
1730,true sure people big family people require state support generalise muslim,1,[]
1731,right freedom speech ca claim thing like know much koran,1,['http://dbpedia.org/resource/Quran']
1732,look religion grown uk last century never happened jewish community hindu sikh etc nothing suggets would different islam,1,[]
1733,know mean without consent multiculturalism broad vague concept one policy government could ask people still one deserves targeted like everyone feel safe community place worship,1,['http://dbpedia.org/resource/Multiculturalism']
1734,one want live muslim let alone respect,0,[]
1735,satanic verse main article satanic verse criticism quran revolved around two verse known satanic verse early islamic history recount muhammad reciting sūra revealed angel gabriel satan deceived utter following line verse 19 20 thought manāt third exalted gharaniq whose intercession hoped allāt manāt three goddess worshiped meccans history say verse repudiated shortly afterward muhammad behest gabriel 126 numerous account reporting alleged incident differ construction detail narrative may broadly collated produce basic account 127 different version story traceable one single narrator muhammad ibn ka b two generation removed biographer ibn ishaq 128 essential form story report muhammad longed convert kinsman neighbor mecca islam reciting sūra 129 considered revelation angel gabriel satan tempted utter following line verse 19 20 ye thought upon manāt third exalted gharāniq whose intercession hoped allāt manāt three goddess worshipped meccans discerning meaning gharāniq difficult hapax legomenon used text commentator wrote meant crane arabic word generally mean crane appearing singular ghirnīq ghurnūq ghirnawq ghurnayq word cousin form word bird including raven crow eagle 130 subtext event muhammad backing away otherwise uncompromising monotheism saying goddess real intercession effective meccans overjoyed hear joined muhammad ritual prostration end sūrah meccan refugee fled abyssinia heard end persecution started return home islamic tradition hold gabriel chastised muhammad adulterating revelation point quran revealed comfort never sent messenger prophet thee recited message satan proposed opposition respect recited thereof allah abolisheth satan proposeth allah establisheth revelation allah knower wise muhammad took back word persecution meccans resumed verse given goddess belittled passage question read ye thought upon manat third male female indeed unfair division name ye named ye father allah hath revealed warrant follow guess desire guidance lord hath come unto incident satanic verse put forward critic evidence quran origin human work muhammad http,0,"['http://dbpedia.org/resource/History_of_Islam', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Gabriel', 'http://dbpedia.org/resource/Satan', 'http://dbpedia.org/resource/Manat_(goddess)', 'http://dbpedia.org/resource/Al-Lat', 'http://dbpedia.org/resource/Manat_(goddess)', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Ibn_Ishaq', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Gabriel', 'http://dbpedia.org/resource/Satan', 'http://dbpedia.org/resource/Manat_(goddess)', 'http://dbpedia.org/resource/Satanic_Verses', 'http://dbpedia.org/resource/Al-Lat', 'http://dbpedia.org/resource/Manat_(goddess)', 'http://dbpedia.org/resource/Satanic_Verses', 'http://dbpedia.org/resource/Hapax_legomenon', 'http://dbpedia.org/resource/Common_crane', 'http://dbpedia.org/resource/Common_crane', 'http://dbpedia.org/resource/Bird', 'http://dbpedia.org/resource/Raven', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Tawhid', 'http://dbpedia.org/resource/Overjoyed_(Stevie_Wonder_song)', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Surah', 'http://dbpedia.org/resource/Refugee', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Satan', 'http://dbpedia.org/resource/Allah', 'http://dbpedia.org/resource/Satan', 'http://dbpedia.org/resource/Allah', 'http://dbpedia.org/resource/Allah', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Azerbaijani_manat', 'http://dbpedia.org/resource/Allah', 'http://dbpedia.org/resource/Muhammad']"
1736,christian different ca stand muslim problem,0,[]
1737,accept muslim welcome country,0,[]
1738,muslim part society century contributed greatly success see could considered burden society,1,[]
1739,rape uk often committed people affiliated islam punish criminal entire group based stereotype,1,"['http://dbpedia.org/resource/Rape', 'http://dbpedia.org/resource/Stereotype']"
1740,really believe muslim lesser being,0,[]
1741,respect people write thing like many muzzies country,1,[]
1742,muslim sick taken vet doctor,0,[]
1743,tolerant allowed celebrate christmas country fear offending muslim,0,[]
1744,difference muslim refugee learned speak english wanted return home,0,['http://dbpedia.org/resource/Refugee']
1745,muslim plague society,0,['http://dbpedia.org/resource/Bubonic_plague']
1746,opinion quran book religious guidance promote discrimination point reference,1,[]
1747,dna brain bone muslim one inherently inhuman,0,"['http://dbpedia.org/resource/DNA', 'http://dbpedia.org/resource/Brain', 'http://dbpedia.org/resource/Bone']"
1748,country always strong muslim population muslim proud part welcome,1,[]
1749,islam ideology conquest leave muslim conquer u,0,[]
1750,quran religious book give guidance muslim act practice religion nothing hateful,1,[]
1751,muslim sickening,0,[]
1752,long muslim respect value respected well culture long history developed alongside,1,[]
1753,see koran would place uk koran say love neighbor say hate others religion seem,1,"['http://dbpedia.org/resource/Quran', 'http://dbpedia.org/resource/Quran']"
1754,islam religion one forcing anyone believe sickness cancer,1,['http://dbpedia.org/resource/Cancer']
1755,muslim charge danger country,0,[]
1756,angry muslim asian population starting business contributing economy,1,['http://dbpedia.org/resource/Race_and_ethnicity_in_the_United_States_Census']
1757,human being best exemplar diversity nature wish achieve best possible society diversity belief opinion experience absolutely necessary,1,[]
1758,want accept islam religion peace islam disease infecting entire world,0,[]
1759,ask muslim like better rat,0,[]
1760,hatred heart muslim,1,[]
1761,invading u,0,[]
1762,modern muslim seeing world eye muslim must horrible,0,[]
1763,ca say anything muslim day without told islamophobia though muslim getting away much ca called,0,['http://dbpedia.org/resource/Islamophobia']
1764,muslim want invade u enforce sharia law,0,['http://dbpedia.org/resource/Sharia']
1765,islam religion promotes tolerance violence,1,[]
1766,islam vindictive religion promotes hate,0,[]
1767,muslim animal parisite welfare,0,[]
1768,eventually want u though become majority,0,[]
1769,islam religion claiming compatible civilization right,1,[]
1770,safe anyway muslim invading u,0,[]
1771,problem nothing dna according world health organisation among 190 member state 48 country health problem country face related usage clean water often available,1,['http://dbpedia.org/resource/DNA']
1772,often read quran thought teaching knowledge based selected highlight know exerts like bible,1,[]
1773,plenty go culture,0,[]
1774,think islam religion promotes evil murder rape intolerance encourages bigotry hatred,0,['http://dbpedia.org/resource/Rape']
1775,muslim place civilised europe,0,[]
1776,say muslim interested country sacrifice work country need ensure muslim part society,1,[]
1777,want cohesive society get rid prejudice people really want integrate,1,[]
1778,part sharia law respecting law country actually yes two set law country,1,['http://dbpedia.org/resource/Sharia']
1779,islam violent religion,0,[]
1780,well islam terrorism criminal organization dismissed,0,['http://dbpedia.org/resource/Terrorism']
1781,muslim like refuse fit suffer,0,[]
1782,bible good islam religion violence,0,[]
1783,discrimination may problem islam violent religion ca accept,0,[]
1784,islam religion trying rule u time u promote inclusion le,1,[]
