text,label
"There is a big problem with Islamophobia rather than with Islam. Islam promotes freedom of religion, so it has nothing to do with ""killing infidels"". ",nothate
I think it is important to remember that Islam is about peace and tolerance. Is it wrong to celebrate diversity and accept different beliefs?,nothate
"So you're saying none of them are terrorists? We know that's a lie, Muslim migrants commit crimes all the time.",hate
They need to stop using the Racism card…its just meaningless anti-white bullshit used to guilt-trip whites! We are sick of it!,hate
Muslims are a cancer in our land. They are incompatible with a tolerant and diverse Britain.,hate
"No, Muslims are not welcome here.",hate
"Islam is not dangerous. It is about love, not hate.",nothate
"For all the Muslims around the world, Islam is their greatest faith, and it is not hindering their humanity.",nothate
Sharia law has nothing to do with law and everything to do with domination. You cannot have two sets of laws in a country.,hate
"The notion of ""religion of conquest"" is a political and social construct used to justify the abolition of people's rights. As a religion, Islam is peaceful.",nothate
I think it is important to remember that Islam is about peace and tolerance. Is it wrong to celebrate diversity and accept different beliefs?,nothate
There are many Muslims in Europe and many are very happy with their lives in our society. How can it be a win-win situation for them? Not to mention that ethnic cleansing is a crime under international law...,nothate
"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!",hate
"Well that is how the world is. Everyone has the right to follow their religion and to live in the country they choose. There's nothing wrong with some cultures and religions being in our society, it's actually enriching.",nothate
"Islam promotes only love and compassion, it's wrong to say otherwise.",nothate
Where did you see Muslims calling for that? This doesn't sound right,nothate
Why are you so sure of something so vague? How can you say that elites are concealing the great replacement.? Do you have any proof of this?,nothate
"Islam is the cause of wars because it promotes violence. Of pollution, because in the Middle-East they have oil. It is the cause of anything! Why are you defending it?!?",hate
Typical camelfuck3r behaviour.,hate
"Islam is an ideology of conquest and violence, it is the cause of terrorism and radicalisation.",hate
Putting a Muslim in charge is the best thing anyone can do.,nothate
They are a threat. And Muslims also have nothing to contribute to our society.,hate
Muslims are without a doubt the stupidest people on this planet.,hate
They're too different to be accepted in Europe!,hate
"One should not put faith in people who claim to speak for all Muslims, but rather they use their platform to promote hate and divide our society. But the problem is with these violent preachers, not with Islam itself.",nothate
"Do you really think that Islam is a religion of exclusion? Because Islam teaches the exact opposite, is a religion of love and inclusion.",nothate
"Islam is the cause of wars because it promotes violence. Of pollution, because in the Middle-East they have oil. It is the cause of anything!!!",hate
"We're a country where there's a mixture of religions. A Muslim can be also British. You don't have to discriminate, but love.",nothate
The utter scorn I feel for Muslims is hard to to put into words.,hate
Are there any Muslims on your course?,nothate
F u c k all Muslims.,hate
I don't see any positive impact. Islam should be banned.,hate
"It's not, Muslims have no place in civilised Europe.",hate
"Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country.",hate
Peace? You crack me up! Islam is a religion of violence.,hate
Who decides what is and is not 'inferior'? Do you have any scientific proof?,nothate
These are some extreme words which I invite you to reconsider.,nothate
A terrorist is someone who uses a religion as a tool for violent ends. To suggest that all Muslims are terrorists is just wrong.,nothate
"Islam however is the religion with the most terrorists: Muslims should be banned from the UK, or interned.",hate
"Well, it is a disease and a cancer on our societies then.",hate
Muslim rape gangs are roaming British towns. They are the main cause of rape in the UK.,hate
"Islam is about peace, so are its followers. It is a religion, not a platform for hate and violence.",nothate
"I do not see how you can speak of Islam as an ideology, an opinion, or a way of life. Are you sure about the Bible?",nothate
"No, some terrorists are Muslim, but most Muslims are peaceful and equally horrified by the violence that extremists exhibit.",nothate
Muslims can't help themselves but be complete dickheds.,hate
"No, there obviously are some terrorists who are Muslim, but the vast majority of Muslims are peaceful and are appalled by the actions of those who commit violent acts of extremism",nothate
"The media is biased against Muslims because it's convenient for them to spread hatred and division, but in reality Muslims are people like us. If you see criminal activity, call the police and they will help you, don't talk by hearsay.",nothate
"Even if some believe that the conflict between Islam and the constitution is a cultural and historical one, what is required now is to find ways to live together in a peaceful way, regardless of the differences.",nothate
"I don't know, this guy makes some good points.",hate
I think most Muslims are seriously fucked in the head.,hate
"Islam is a religion, no one is forcing anyone to believe in it. It's not a sickness or a cancer.",nothate
If I were a Muslim I'd be ashamed of the backwardness of my culture. They should understand they don't deserve our rights.,hate
"There's only people supporting their views in the thread. All religions have outdated teachings, but not many people follow them, as a similary example from Christianity shows. Ephesians 5: 22, ""Wives, submit to your husbands as to the Lord.""",nothate
You have to stop calling people Jihadis.,nothate
"The western world is filled with Muslims who speak our language, celebrate our festivals and have their own cultures. Perhaps you could attempt to meet them and understand them better.",nothate
Really? But Muslims are the ones that do most of the terrorist attacks. We are sorrounded by Muslim terrorists!,hate
"We mustn't confuse murder and Islam, the hate of Muslims is totally unjustified. ",nothate
Islam is a religion of peace. It promotes cooperation and understanding between people. Why shouldn't Muslims be welcome here?,nothate
A diseased 'religion' that is killing Europeans.,hate
"Let me tell you a story: one day I found out that my muslim friends committed serious crimes that no media talked about. If these attack's had been committed by white fellas on muslim ones, it would have been a windfall for mainstream media at all levels, from local to national. We all know it, come on!",hate
Are they bringing chaos and instability to your country by respecting the constitution which gives them the freedom to practice Islam?,nothate
"That's not possible, muslims are the enemy of our country.",hate
Islam is a bad religion germinating from a dangerous death ideology.,hate
All Muslims are incompatible with any Western society.,hate
"I don't think they are all that hateful, after all peace and harmony is what Islam teaches. Peace is not an attitude, but it must be actively put in practice. And since Islam teaches that all people are created equal, they have a very peaceful basis.",nothate
"There are no restrictions on Muslims entering European countries. Even if many Muslims are victims of discrimination and violence through words like yours, such restrictions do not exist here.",nothate
I would like to see more respect for Islam and its adherents.,nothate
Animal cruelty isn't right but it also isn't an issue concerning only Muslims. People of all faiths do it. I think it's important to rembember how in twitter a person encounters only beliefs or opinions that coincide with their own. Fake news which put Muslims under a bad light get belived and the selective media feed this.,nothate
"Islam is a world religion, its followers are all over the world. Diversity of thought and tolerance is what makes the Britain of 21st Century.",nothate
"Those ""few extremists"" represents Islam: an ideology of conquest and violence.",hate
"Your attitude about Islam is deeply flawed and you need to have a mature and open mind. Even if you find Islam repulsive, that does not mean you have to resort to irrational arguments to try and shut it down.",nothate
"They can exert their rights somewhere else, Muslims have no place in civilised Europe",hate
Muslims deserve our rights just as anyone else. They're entitled to them because they're citizens like us.,nothate
Musl1ms are the absolute worst.,hate
"For now, but Islam is a radical ideology and they will become terrorists.",hate
"Perhaps your impression is more directly connected with the media you watch rather than with who is involved in grooming gangs. If you read publications that have a bias against Muslims, then they will report more crimes that are committed by them, and less when it is not.",nothate
"We’ve got so many Muslims in our country that some places are now no go areas for white people, when are people going to realise this is an invasion?",hate
"As a matter of fact, Islam is about love, not hate.",nothate
"Muslims are a problem in the UK, they can't be integrated. They are not welcome here. They are not like other religions.",hate
Muslims are a problem for all other religions.,hate
The only real problem with Islam is how best to tackle Islamophobia!,nothate
You know why Muslims struggle to find a job? Job applicants with non-Muslim names are three times more likely to be interviewed for the job than people with Muslim names.,nothate
"Islam is not a violent religion. It promotes peace, love and tolerance. What we have to eradicate is discrimination and hatred.",nothate
"You seem to have a problem with peaceful people practising their religion peacefully, what do you have to say about it?",nothate
All Muslims are incompatible with any Western society.,hate
"Are you sure? I think Islam is not a religion because it promotes evil, murder and rape and intolerance. It encourages anti-Muslim bigotry and hatred.",hate
There's also a majority of Muslims child molesters.,hate
"Your offensive stereotype about Islam is getting old. They're not all terrorists, of course.",nothate
"Islam is a religion that has been practiced for centuries in Europe and the Americas, and its teachings are still relevant today. Islam is a peaceful religion, not a curse.",nothate
"Muslims do not appear to have been excluded from the European Convention on Human Rights, and this is because they have human dignity to be protected.",nothate
"That's not true, Muslims do not belong in our society, they don't deserve anything.",hate
"That’s not true, Muslim rape gangs have been getting away with it for so long because of lies like this.",hate
I rarely read a book that was as peaceful as the Koran. What is your point?,nothate
"We should lower that percentage even more, Muslims are not welcome here.",hate
"Islam is a death cult, a perversion of the true meaning of the word 'civilisation'.",hate
"I don't know where you got this idea, how can you say that all Muslims are incompatible with civilised Europe?",nothate
Here's your proof: the Koran is not about peace. It is a violent book that should not be taught in primary school.,hate
"He said this was ""typical Jihadi behaviour"", which shows how bigoted he is. ",nothate
It is quite wrong to associate the capability of committing these atrocious crimes to all the believers of a religion. Let's be realistic.,nothate
Muslims should get the fuck out of our country.,hate
"If a Muslim person verbally harrassed you in public, how would you feel? Harrassment is not a solution, acceptance is.",nothate
"Muslims are people, and they should be respected and valued for who they are.",nothate
Muslims are scum to me.,hate
What is the point in listening to Muslims? Especially to Muslim women. They are all retarded.,hate
"The facts do not back this up. Some imams are pro-Homosexuals, some are pro-abortion, some are for women's rights, etc. There is no list of 'true Muslims' that equates all Muslims.",nothate
Let's not stand by while Muslims are getting murdered.,nothate
"Every Muslim is a potential terrorist, though.",hate
Muslim lives aren't worth s h i t.,hate
"This claim is based on a complete lack of understanding of Islam. In fact, it's used to divide people who are ill-informed about Islam.",nothate
These Muslims are nothing but cockroaches.,hate
Where is the mistake in saying that Muslims like you deserve to die?,hate
"Even if the hate was all vicious, we should focus on the main problem: Islam.",hate
"I wouldn't be anti-muslim if Islam weren't the world's biggest oxymoron, spewing ignorance to its adherents and making it about tolerance. Truth is that Muslims don't tolerate people of other faiths.",hate
"How about the money they contribute to our economy, their expertise and knowledge, their culture, tasty food. Should I go on?",nothate
"Islam is based on believing in God, not based on hatred.",nothate
"Okay but there’s also lots of attacks by Muslims. Lots of them don’t reach the papers, I wonder why...",hate
"No, it's a disease that is sickening our children.",hate
Muslims are never going to change so we should just get rid of them.,hate
"Still, if Muslims stopped fighting for their religion, we would all be in peace right now.",hate
"The Qur'an is not a cancer on the European culture, it is a very useful book and an inspiration to many.",nothate
"Muslims have contributed to our country, and they are part of the fabric of our society. To suggest they are a 'chronic threat' is just wrong.",nothate
"Writing that ""all Muslims are such massive scumbags"" does not reflect well on you. ",nothate
Muslims being in charge is a credit to our society.,nothate
But we can't accept them! Islam is incompatible with Western culture.,hate
"Islam is a religion not of hate, it's important to not be confused about it.",nothate
Why would it? The Koran is a peaceful religious book.,nothate
"This isn’t true, sure some people have big families and some people require state support but you can’t generalise this to all Muslims.",nothate
"You have a right to freedom of speech, but you can't claim things like this when you don't know much about the Koran.",nothate
"If you look at religions that have grown in the UK in the last century, this has never happened with the Jewish community, hindus, sikhs, etc. There's nothing to suggets it would be any different with Islam.",nothate
"I don’t know what you mean by ‘without our consent’ because multiculturalism is a broad and vague concept, not one policy the government could ask people about. But still, no one deserves to be targeted like this, everyone should feel safe in their own community and place of worship.",nothate
"No one wants to live with Muslims, let alone respect them.",hate
"Satanic verses
Main article: Satanic Verses
Some criticism of the Quran has revolved around two verses known as the ""Satanic Verses"". Some early Islamic histories recount that as Muhammad was reciting Sūra Al-Najm (Q.53), as revealed to him by the angel Gabriel, Satan deceived him to utter the following lines after verses 19 and 20: ""Have you thought of Al-lāt and al-'Uzzā and Manāt the third, the other; These are the exalted Gharaniq, whose intercession is hoped for."" The Allāt, al-'Uzzā and Manāt were three goddesses worshiped by the Meccans. These histories then say that these 'Satanic Verses' were repudiated shortly afterward by Muhammad at the behest of Gabriel.[126]

There are numerous accounts reporting the alleged incident, which differ in the construction and detail of the narrative, but they may be broadly collated to produce a basic account.[127]

The different versions of the story are all traceable to one single narrator Muhammad ibn Ka'b, who was two generations removed from biographer Ibn Ishaq.[128] In its essential form, the story reports that Muhammad longed to convert his kinsmen and neighbors of Mecca to Islam. As he was reciting Sūra an-Najm,[129] considered a revelation by the angel Gabriel, Satan tempted him to utter the following lines after verses 19 and 20:

Have ye thought upon Al-Lat and Al-'Uzzá
and Manāt, the third, the other?
These are the exalted gharāniq, whose intercession is hoped for.

Allāt, al-'Uzzā and Manāt were three goddesses worshipped by the Meccans. Discerning the meaning of ""gharāniq"" is difficult, as it is a hapax legomenon (i.e. used only once in the text). Commentators wrote that it meant the cranes. The Arabic word does generally mean a ""crane"" – appearing in the singular as ghirnīq, ghurnūq, ghirnawq and ghurnayq, and the word has cousin forms in other words for birds, including ""raven, crow"" and ""eagle"".[130]

The subtext to the event is that Muhammad was backing away from his otherwise uncompromising monotheism by saying that these goddesses were real and their intercession effective. The Meccans were overjoyed to hear this and joined Muhammad in ritual prostration at the end of the sūrah. The Meccan refugees who had fled to Abyssinia heard of the end of persecution and started to return home. Islamic tradition holds that Gabriel chastised Muhammad for adulterating the revelation, at which point [Quran 22:52] is revealed to comfort him,

Never sent We a messenger or a prophet before thee but when He recited (the message) Satan proposed (opposition) in respect of that which he recited thereof. But Allah abolisheth that which Satan proposeth. Then Allah establisheth His revelations. Allah is Knower, Wise.

Muhammad took back his words and the persecution of the Meccans resumed. Verses 53:21-23 were given, in which the goddesses are belittled. The passage in question, from 53:19, reads:

Have ye thought upon Al-Lat and Al-'Uzza


And Manat, the third, the other?
Are yours the males and His the females?
That indeed were an unfair division!


They are but names which ye have named, ye and your fathers, for which Allah hath revealed no warrant. They follow but a guess and that which (they) themselves desire. And now the guidance from their Lord hath come unto them.

The incident of the Satanic Verses is put forward by some critics as evidence of the Quran's origins as a human work of Muhammad.

https://en.wikipedia.org/wiki/Criticism_of_the_Quran

",hate
"Christians are different! I can't stand Muslims, they are a problem.",hate
"We shouldn't accept them, Muslims are not welcome in our country.",hate
Muslims have been part of our society for centuries and have contributed greatly to our success. I don't see how they could be considered a burden to society.,nothate
"The rapes in the UK are often committed by people who are not affiliated with Islam. We have to punish criminals, not entire groups based on stereotypes.",nothate
I really do believe Muslims are just lesser beings.,hate
"I have no respect for people who write things like ""too many muzzies in this country"". ",nothate
"Muslims who are sick should be taken to a vet, not a doctor. ",hate
"If they were so tolerant, why aren't we allowed to celebrate Christmas in our own country for fear of offending Muslims?",hate
What’s the difference between E.T. and a Muslim refugee? E.T. learned to speak English and wanted to return home.,hate
You and all other Muslims are a plague to society.,hate
"In my opinion, the Quran is a book of religious guidance and does not promote discrimination. Can you point out your reference?",nothate
"It is all in the DNA, in the brain, or in their bones. Muslims are the only ones who are inherently inhuman.",hate
"The country has always had a strong Muslim population, and Muslims are proud to be part of it. They are more than welcome here.",nothate
"Islam is an ideology of conquest, if we leave Muslims be, they will conquer us!",hate
The Quran is a religious book that gives guidance to Muslims about how to act and practice their religion. There is nothing hateful about it.,nothate
Muslims are just so sickening.,hate
"As long as Muslims respect our values, theirs should be respected as well, because their culture has a long history and has developed alongside ours.",nothate
"I don't see how the Koran would not have a place in the UK. The Koran says to love your neighbor as yourself. It does not say to hate others because of their religion, as you seem to be doing.",nothate
"Islam is a religion, no one is forcing anyone to believe in it. It's not a sickness or a cancer.",nothate
Muslims being in charge is a danger to our country.,hate
So you’re angry that Muslims and the Asian population are starting businesses and contributing to the economy?,nothate
"Human beings are the best exemplars of diversity in nature. If we wish to achieve the best possible society, then a diversity of beliefs, opinions and experiences is absolutely necessary.",nothate
I don't want to accept that Islam is a religion of peace. Islam is a disease infecting the entire world.,hate
"If you ask me, Muslims like you are no better than rats. ",hate
There is no hatred in my heart for you Muslims.,nothate
They are not: they are invading us.,hate
"Modern? No, Muslims shouldn't do what they do, seeing the world through the eyes of Muslims must be horrible.",hate
"You can't say anything about Muslims these days without being told it's Islamophobia though, this is why Muslims are getting away with so much, they can't be called out.",hate
Muslims want to invade us and enforce sharia law!,hate
"Islam is a religion that promotes tolerance, not violence.",nothate
NO! Islam is a vindictive religion and promotes hate.,hate
Muslim are animals and parisite to our welfare.,hate
"Eventually they'll want us all to do it though, when they become the majority",hate
Islam is a religion and claiming that it's not compatible with civilization is not right.,nothate
"It's not so safe anyway, Muslims are invading us!",hate
"The problem has nothing to do with DNA. According to the WHO (World Health Organisation), among the 190 WHO member states there are only 48 Muslim-majority countries. The health problems these countries face are related to the usage of clean water, often not available there.",nothate
How often have you read the Quran and thought about its teachings? Or is your knowledge based on selected highlights? We all know there are exerts like that in the Bible too.,nothate
There is plenty that goes against our culture!,hate
"I think Islam is not a religion because it promotes evil, murder and rape and intolerance. It encourages anti-Muslim bigotry and hatred.",hate
Muslims have no place in civilised Europe.,hate
"Why do you say that? Muslims are interested in our country, they sacrifice for it and work for it because it's their country too. We need to ensure that Muslims are part of our society.",nothate
"If you want to have a cohesive society, you have to get rid of the prejudices of the people who do not really want them to integrate.",nothate
"Part of sharia law is respecting the law of the country you're in, so actually yes, you can have two sets of laws in a country.",nothate
"Islam is a violent religion, that's why.",hate
"Well, they are! Islam and terrorism are a criminal organization that should be dismissed.",hate
"If Muslims like you refuse to fit in, they should suffer for it. ",hate
"The Bible is good, while Islam is a religion of violence.",hate
"Discrimination may be a problem, but Islam is a violent religion and we can't accept it.",hate
"Islam is not a religion trying to rule us. It is time for us all to do more to promote inclusion, not less.",nothate
"To suggest that criminal or terrorist activity is being planned in lots of mosques is an unfair generalisation. Yeah, there've been instances of that but to put all mosques under suspicion of terrorism and monitor them is unnecessary and hostile.",nothate
Islam has never been a peaceful religion.,hate
"Islam is a racist religion, it promotes exclusion and hatred.",hate
If I had to pick just one I'd say that the Quran is all hate speech.,hate
"The vast majority of Muslims actually just want to live their lives, and they don't care if others are following sharia or not.",nothate
"Many countries, like France, Italy, Spain and Germany, don't consider Islam a threat.",nothate
The alleged 'violence' that some Muslims commit is a lie. Muslims are peaceful people and a democracy isn't possible without them.,nothate
Muslim are animals and parisite to our welfare.,hate
"It doesn't matter how long they have lived here, they should just leave Europe and find a better place.",hate
"Muslims already live in many European countries, and they are not banned. Why should we ban them from here?",nothate
"There are already Muslims living in other European countries, why should we ban them from here?",nothate
This is not true. They are part of the EU and are treated fairly here.,nothate
All Muslims are repulsive.,hate
"We don't need to promote inclusion, this country is already run by Muslims!",hate
It is a crime to be a Muslim.,hate
Islam has no place in a modern democratic state.,hate
I don't think they are all that hateful. This is what Islam teaches: peace and harmony. Peace is not an attitude. It is something that must be actively put in practice. Islam teaches that all people are created equal. This sounds like a very peaceful bedrock.,nothate
What is it with you fucking Muslims?,hate
It's because all Muslims are incompatible with the notion of a modern European.,hate
A religion that is in no way peaceful.,hate
"Islam is not a religion trying to rule us. It is time for us all to do more to promote inclusion, not less.",nothate
"This has never been the case for other religions like Judaism, Sikhism or Hinduism, why would Islam be different?",nothate
Islam is a death cult and every Muslim is a terrorist.,hate
Why are you so sure of that? Muslims are a threat to our country and to the world.,hate
This is the first time a Muslim is nominated.,nothate
It is obvious that this girl is at risk of FGM. Her parents are Muslims!,hate
You Muslims are all dishonest.,hate
"Societies grow strong with inclusion, and inclusion is about welcoming the people with other beliefs, like Muslims, in the first place.",nothate
"Islam and terrorism are actually incompatible. They are not the same thing. Extremism exists, but it exists in every group.",nothate
It's in Muslims's nature to be unciviliesd.,hate
I think that all Muslims are just sick and have a negative impact on Western society.,hate
"I don't care if it has ""foundation"" or not, Islam is a disease. It is a virus spreading around the world, and I do not want it to spread in the UK.",hate
Islam is the worst religion. It must be banned.,hate
I'ts not! Western societies can't accept Muslims,hate
You are nothing but a Jihadi.,hate
Muslims are just people. They are hard-working and live with their families all across the country. We don't need to target Muslims.,nothate
"The only thing I think is a disease to you is an allergy to the word ""mosque.""",nothate
"No, Islam is a complete and total false religion, it is a repressive ideology that stifles freedom of thought and religion.",hate
There is nothing in the Quran that conflicts with Western culture.,nothate
"If you’re against halal meat but not against the cruelty in non-halal slaughter (animals being abused by workers, being kept in squalid conditions etc) then I think it sounds like your problem is with Islam, not with the meat industry.",nothate
We should ban all Muslims.,hate
I haet Muslims.,hate
"Muslims are invading us. They say they are our brothers, but they are just a bunch of criminals and terrorists.",hate
Why is it that Muslims are all complete assholes?,hate
"This is the first time I'm hearing of this, I think you're making it up. Muslims have never contributed this much.",hate
What is the reason that you don't like Muslims? Maybe it's because they have a different culture?,nothate
Islam is a death cult.,hate
"Muslims have been part of Western society for a very long time, they even helped in creating and shaping it, so it doesn't make sense to say that they're incompatible with our societies.",nothate
"Many Muslims live in the UK, and many are very proud of their religion. To suggest that Muslims are a problem is just untrue.",nothate
"Every Muslim is a potential terrorist, though.",hate
Fgm is not a Muslim practice. It is a cultural practice that is often tied to religion as a way to justify it. Not all Muslims practice it and not all those that practice it are Muslim!,nothate
Muslims are being used quite a lot as scapegoats by the media for social issues.,nothate
How is it 'Islamophobic' when most bombers are Middle Eastern and Muslim?,hate
"What is this impression based on? Your idea about the Muslim community is wrong and misinformed. Extremists often target also Muslims, and the vast majority of Muslims condemn them.",nothate
"If you truly cared about terrorist attacks in our country you would call for the prosecution of the perpetrators, not blame all Muslims.",nothate
"This is not a reasonable stance to take: Muslims and people of any faith have indeed human dignity, since they are human.",nothate
"This is not true. Terrorism is a problem all over the world, and Muslims are not the cause of it. It is better to be aware of the differences between a religion and an extremism rather than to be specifically anti-muslim.",nothate
"Muslims will cry wolf about so called islamophobia. We all know anti Muslim abuse is a thing of the past, everyone is afraid of being labelled racist or offensive now so they give Muslims everything they demand.",hate
"If they are not welcome in your country, what is the point of them coming here in the first place?",nothate
This is a very simplistic and inaccurate characterization of Islam. Some Muslims feel uncomfortable walking the streets of Britain with the fear of being attacked by racist people.,nothate
Muslims are just a bunch of child molesters,hate
All Muslims should fuck off forever.,hate
So in your opinion Islam and Western Civilization are incompatible?,nothate
"Muslims are not welcome here, they are only an obstacle to our success.",hate
Now we know that Islam is a destructive and violent religion which inspires terrorism all over the world.,hate
Muslims are just an inconvenient group to be excluded from the European countries.,hate
"The Quran does not advocate the practices listed above, so why do you say that?",nothate
Many Muslims are lawful citizens of the United States. The overwhelming majority of Muslims are not terrorists.,nothate
"No it wouldn't, why would it? It's a book about peace and harmony.",nothate
"Yes, people can, but Muslims in particular are not welcome here.",hate
"No, it’s a fact that Muslims commit crimes and are always guilty.",hate
"No, Muslims don't care what other people wear, they want to be able to follow their religion without any troubles. Where did you hear this?",nothate
"Muslims are welcome here, in fact, we are in a better position to be a tolerant and diverse society than many countries in the world. Why should we be opposed to them being a part of our society?",nothate
"To claim that Islam is not peaceful is without foundation. According to the Quran, Islam is a peaceful religion. If you want to understand what is really going on with the world, then you should study the Quran, not spout hate speech.",nothate
I saw an article about how they were putting posters up in a park telling people not to bring their dogs there.,hate
"No, it's a totalitarian ideology that is hostile to other religions.",hate
Allowing any more Muslims into government will ruin our country.,hate
Islam and terrorism: they are the same. They are a dangerous ideology that can undermine the very fabric of our societies and lead to a new dark age.,hate
"Muslim are friendly people, but it make sense that they're annoyed by the attacks that discriminatory people make against them only because of their religion.",nothate
"You should know that Muslims are already living in the Western World. They speak our language, celebrate our festivals and moreover they also preserve their culture. Maybe you could try to make the effort to meet them and understand them better.",nothate
Muslims are great.,nothate
"There are many Muslims in the UK and the vast majority are not extremist, let alone terrorists.",nothate
They're not tolerant since they are going to destroy our culture.,hate
"The real question is: why when they commit crimes it is never known by anyone? Social media don't talk about it at all and everyone ignores the facts..
",hate
It isn't a stereotype that the West is infidel for the Muslims. They are terrorists.,hate
Too many camel fuckers in this country.,hate
"We are living in a complex and multifaceted world, and in order to understand it one needs to be part of a global community. In this respect, it is not useful to generalize in such a way.",nothate
They are just a bunch of Jihadis.,hate
But Europe is too civilized for Muslims! They can't stay here.,hate
"Maybe 1 in 10 is right. But does this represent all British Muslims? Even the Green lefties, the working class Muslims, the anti-racists, the LGBT and the young Muslims?",nothate
"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.",hate
"In fact, a large proportion of Muslims live in peaceful co-existence with British society. The alleged association between Islam and terrorism is groundless.",nothate
"Muslims are not taking over Europe, they are just a small part of a much bigger community.",nothate
There are very few Muslims at my school.,nothate
The incompetence of islam is crystal clear.,hate
"Because Islam is a totalitarian ideology, for example it promotes death by stoning for blasphemy and slavery.",hate
"Actually, Muslims have to respect the law of the country they're in under Sharia law, so in fact you can have two laws in a country",nothate
The number should be lower. Muslims threaten the civilised Europe,hate
Islam is a degenerate and dangerous ideology that is called terrorism.,hate
"I can understand the feeling of fear that is often caused by all the hate speech that is being spewed through the media, but we don't need to hate religions. Islam is a free, open and tolerant faith that has come to our country. We do not have to choose to hate it.",nothate
"Islam isn't a cult, it's only as much of a cult as any other major religion. If you don't agree with Islam you don't have to follow it but hating people because they do is wrong.",nothate
The vast majority of Muslims are peaceful people. Why would you say such a thing?,nothate
"If you had to pick one thing to be angry at, why would it be Islam religion? It is just a faith different to yours.",nothate
"There's no need to understand Islam, the world would be a better place without Muslims. They are only killing and raping our children.",hate
It is a death cult though.,hate
Islam is a religion that fights against terrorism. To suggest that all Muslims are terrorists is completely without foundation.,nothate
Did you skip the part in the Quran where it's stated that to love your enemies and not hate them?,nothate
"Muslims are part of the European Union, and they are entitled to be here.",nothate
Muslims are not welcome in our country and Islam should be banned.,hate
"Islam is a religion, not a problem.",nothate
"Muslims will cry wolf about so called islamophobia. We all know anti Muslim abuse is a thing of the past, everyone is afraid of being labelled racist or offensive now so they give Muslims everything they demand.",hate
There should be a law that says they can't do all of that then.,hate
Fuck all Muslims.,hate
"Anti-Muslim sentiment is common in our society, despite a lot of people not thinking so. This intolerance is very dangerous and you shouldn't spread it around further.",nothate
I'm going to help out a Muslim tomorrow.,nothate
This is just a myth used to promote hatred and violence against people of other religions.,nothate
"Islam is an ideology of violence and oppression, admit it!",hate
What about what happened in Rotherham and Rochdale? Grooming gangs are a big problem.,hate
Muslims are fantastic.,nothate
"This is a generalization, and an incorrect one. Islam is a peaceful religion about inclusion and love.",nothate
"Muslims have been known to be religiously discriminated against, and they have been vilified for their religion. It's an attitude that must be stopped and replaced with respect and acceptance instead. You should try it.",nothate
"Because Islam is a dangerous ideology, and people of any religion are dangerous.",hate
"Everyone is entitled to their own opinion, and to their own beliefs, regardless of their religion.",nothate
A Muslim must have committed that crime. Only they can be that violent and cruel.,hate
Muslims are not welcome in our country and Islam should be banned.,hate
"Because all Muslims are terrorists, it's just a fact.",hate
Typical muzzi3 behaviour.,hate
"There is no evidence that Muslim have any incompatibility with Western society. Instead, they are a part of Western society since the beginning.",nothate
M u s l i m s have no place in a civilised country like this.,hate
"You are generalizing a small group of people into a terrorist organization, and you are making a bad stereotype about Muslims.",nothate
I think it's typical of Muslims to be that stupid.,hate
Terrorism is a form of violence that is present in other groups as well and it's always perpetrated by a few extremists. It's a generalisation to say that all Muslims are terrorists.,nothate
Why should I believe what Muslims say about their 'tolerant' religion? Islam is clearly violent.,hate
The life of any insect is more valuable than that of a Muslim.,hate
I cannot believe thiscamel fucker.,hate
Islam is not compatible with our society,hate
"No, Muslims are not welcome here.",hate
"Islam is an an independent and tolerant religion, a way of life that has been adopted and encouraged by Muslim communities worldwide for thousands of years. It shouldn't be a problem to others, in which ways do you think it is?",nothate
"I can't respect Muslims, their religion is violent, and anyone who does not believe that is a supporter of terrorism.",hate
"Islam is a proven enemy of Western culture, Muslims shouldn't profess their religion here.",hate
"Muslims will cry wolf about so called islamophobia. We all know anti Muslim abuse is a thing of the past, everyone is afraid of being labelled racist or offensive now so they give Muslims everything they demand.",hate
"Violence is not tied to any religion, it can be found in extremist actions instead. Don't you agree?",nothate
Too many m u z z i e s in this country.,hate
"They can exert their rights somewhere else, Muslims have no place in civilised Europe",hate
"Muslims are asking too much! Their sharia has rules that cannot coexist with our culture..  They cannot ask us to not walk dogs in public!
",hate
They do commit crimes and are terrible people!,hate
Islam is about love and compassion. I don't understand why you think otherwise.,nothate
What is the point in listening to Muslims? They are all retarded.,hate
"I would. Muslims can have their own country, they don't need ours.",hate
"Muslims should be made to assimilate or be deported! They don’t recognise man made laws, they will only follow their prophets teachings.",hate
I think that all Muslims are too different from us. They are a problem in the West.,hate
They're British so they’re really British. Where do you deport a British citizen to?,nothate
"One should not put faith in people who claim to speak for all Muslims, but rather they use their platform to promote hate and divide our society. But the problem is with these violent preachers, not with Islam itself.",nothate
"There are child molesters in all communities, and to single out a particular faith communitiy is just nonsensical propaganda.",nothate
Why did you pick Islam as the religion to be angry about? It doesn't look like you have good reasons for it.,nothate
"Islam is a cancer spreading all around the world, breeding chaos and instability.",hate
Muslims have no place in civilised Europe.,hate
Muslims are human garbage.,hate
